source,competition,year,topic,kind,status,target,sha256,size
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/061a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/061a.bmp,71bdbeb0701aa3dab358e6c8a753c8ff1349eff0d75784d6721e3a834f7ad842,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/061b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/061b.bmp,bb33dc2312dfba5b3326e1cf96cb20a8b805c25044eb078d72311eedace18469,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/062a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/062a.bmp,4d3657a49d9be6d96081a798fbda900f1ad3be40a5ec228e4713616786645d7e,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/062b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/062b.bmp,9716462e8cecb544b0bb567786e4814c15d1825a35df43929899f5d05791e86f,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/063a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/063a.bmp,558e55fd496fc43d693a8069e85d8396af3767ac870904fe610f882a7c2af119,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/063b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/063b.bmp,490798a986614cc4c04f3c68a9e8dcd34dd4d0bf2b99be76a53ee0a67631a073,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/064a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/064a.bmp,96f39a17fde703a48e27cf0b80466e11f0f338d7835a8572c15e2bc6c8e9911f,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/064b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/064b.bmp,c886696f0820d36a4dd3f275e6cb50dc7d65219efef2010d518242d8ff266fd8,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/065a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/065a.bmp,24b8b89db79a809288cedc6c8561a0f9bd1279b21c3db571b8b2dbc8cea5d503,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/065b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/065b.bmp,231322097b45c64eb164b91e0ecb01368444e058e7af13e80d84737dffb05067,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/066a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/066a.bmp,26a8be3b7d1c9037ff23d3e3f843e87bc78e1e123e181bd63d309dd1e613a14b,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/066b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/066b.bmp,391d7ed7293500d38076531000cf54d7605c2bb1d1cf4b0731a88143f89b023e,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/067a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/067a.bmp,2e4b056a8ecbd1827c1bd815c267289ed3a7fb1f6b40ac84958e043c855d718f,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/067b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/067b.bmp,65b6da6a980b25689d855ad6c585f8a7577007e93f0a1ab56855eadd08857e0c,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/068a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/068a.bmp,2889be50ef153b853810852e7467476a58a988b0dafe6c42537759654a2c67cf,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/068b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/068b.bmp,18d99d4c08ca52fd72fb7a4cc39742462775a2e8e77822358ed11223530a91a7,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/069a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/069a.bmp,a0d29d8d5e793f8312e3e9aeffe73712416ca33fde9805d83d6de203e872a84b,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/069b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/069b.bmp,768fdea1219013e6437efb58de2ae25f12b20380b8f5fc2cb2deab8fb273ca84,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/070a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/070a.bmp,d4bf6d527f048a07407c65eea8b371021253ab28b5775c3a188a7b6ee8bce547,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/070b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/070b.bmp,6dd87fe9a50b782002798bade42a44eac377308c36e658582b3ccacae44bd6e4,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/071a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/071a.bmp,59609c53f1d2d670a03df54406e09ae78ec7f203b4cf05bc04560f4c588c59bb,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/071b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/071b.bmp,1ca763b1089059aa798ff47341c332eecfd864a5b858a2dd1d329ce091a4cc18,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/072a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/072a.bmp,9543dee7afea1b54885c8e93a35c14c04f9ae552fa1fcf1e620e881f47c5babc,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/072b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/072b.bmp,c3e46f9c8291440131ad1d2f989860f23ee7d854e54f0dbdf31ff514ea46d637,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/073a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/073a.bmp,c9f860b1f7a3e0aceff43e60a8337bb8cf59adc0435b6a5ff70f69ab4913c643,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/073b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/073b.bmp,d000a9f51aa5e517de3fbfac315c1c705efe1af2abc0362e2440200522c6c520,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/074a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/074a.bmp,365f3344da218bdda7f586dff5bc71050f5f3c08aa9b81f23548bdc922086236,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/074b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/074b.bmp,7f3e744ae61477bd4f461238ca3daa9a61b7701788b20a0c22d5dd03167cc7e9,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/075a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/075a.bmp,e21df9667b13fdcbeb2b74bd74e99585b713dbe6b10889fbed272c0ddc7913e7,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/075b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/075b.bmp,e25ae9351e48f67e813c51ee14b08d6b1ecbcb8700ed99db5342264bdace8e28,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/076a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/076a.bmp,d4eee54679fd47309fa5b606df3cc7dbb395d5ea10599bc17f2ca1b9a23bb81d,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/076b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/076b.bmp,6c2845d136d85c61f52bd0b34ec58cf790625f4847bd8e2100ac8d82cc626eb4,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/077a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/077a.bmp,79f9d38488c50ad16d486d93ebadb53d2769f2f3de9b4d3cb2d58586682ff9ff,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/077b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/077b.bmp,c168dd096c559d73e911d7ce4ab4f40a278d996333269a20440860692a0d0110,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/078a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/078a.bmp,8acd45145055754f5f61a51458fbeac2ea3325d0770c5636713666e07ccee574,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/078b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/078b.bmp,11453bf02ec9ca3fb5d2a73b614ebd39eda42b456076b9bc6cf60e7b35f48779,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/079a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/079a.bmp,c14a45ac571b4fcf8a10e607b373d9463c5c248bd979eb06b4cb20b13abdd208,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/079b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/079b.bmp,c1461219d434c999b022dc2f6301514534547b8a45052ff8fe2390d9ad1fd740,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/080a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/080a.bmp,600d878f1b00a80bf823cb4a3b88e57fa9e5046c6e1722e5a337b2ae72d53585,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/080b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/080b.bmp,9fdb0cf70cfeb108daac6deade675a4f26dd9d3e0249c14bbec7cbc98a3e28b8,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/081a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/081a.bmp,0035277c85cd5d72e386ca7c9d0d11d89d441ac9bea0f95ee8a22f8535e668a8,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/081b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/081b.bmp,c6a61be8b5e653f6af8cd065426cd4284a519876465b7399f22df6096ea29940,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/082a.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/082a.bmp,1ae2ccff73f205f1b17482e5bad6f14b08701eeec27fc5e37d07f9dfc706da36,14038
"数学建模各竞赛优秀论文/优秀论文/历届大学生数学建模比赛优秀论文/全国大学生数学建模竞赛优秀论文.rar!/全国大学生数学建模竞赛优秀论文/13年国赛优秀论文集/基于旅行商模型的文字碎纸片拼接复原 - 浙江工业大学 - 姜荣杰, 朱佳亭, 金建邦.rar!/814姜荣杰，朱佳亭，金建邦/程序/p3/082b.bmp",全国大学生数学建模,2013,综合,配套附件,复用仓库现有文件,2-1国赛题目+论文/2013/B254/814姜荣杰，朱佳亭，金建邦/程序/p3/082b.bmp,9299a0c90d39d114ae1417210fdb0ad4b61ed056e1e63221b8832c44eb0b2cee,14038
